title,post_body,price,location,url,bedrooms,bathrooms,datetime,latitude,longitude,cats_allowed,dogs_allowed,geometry,district,post_length
⚡️gorgeous⚡️ brand new studio with lots of windows ☀️,this apartment is located in the very desirable neighborhood of bushwick 🌳 apartment features: ⚡️stainless steel appliances ⚡️hardwood floors ⚡️closet ⚡️full bathroom ⚡️& more! contact fabron for showings via call/text at (954) 668-4800 📞,2300,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-brand-new-studio-with/7702381068.html,0,1.0,['2023-12-29 15:46'],40.6879,-73.9153,1,1,POINT (-73.9153 40.6879),Brooklyn,238.0
great deal on a loft style apt in prime bushwick!,"beautifully renovated loft right on the border of e. williamsburg and bushwick! real loft living! ***multiple units available here!!** there is a shared backyard with the coffee shop downstairs! across the street is l-train vintage, a used bookstore, several top-class restaurants and bars, and a grocery store; plus! popeye's. there's a vet, pilates gym, and tattoo parlor downstairs. incredible wide open loft apartment in converted yarn factory! laundry and amazing patio (shared with the coffee shop downstairs). lots of character, hardwood floors, tin ceilings, exposed brick. freight elevator for your large packages. no broker fee! the building is surrounded by restaurants, cafes and bars there's no need to travel. mere steps to the l train stop makes commuting a cinch! pets are welcome! no fee! just 1st/security. contact adam today for a video tour, 917-817-9529 *price shown after 1 month free bushwick loft art loft open space williamsburg loft the loom morgan l east williamsburg loft bushwick loft art loft open space williamsburg loft the loom morgan l east williamsburg loft bushwick loft art loft open space williamsburg loft the loom morgan l east williamsburg loft bushwick loft art loft open space williamsburg loft the loom morgan l east williamsburg loft myspace nyc",3850,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-great-deal-on-loft-style-apt/7702381010.html,0,1.0,['2023-12-29 15:46'],40.704799,-73.928528,1,1,POINT (-73.928528 40.704799),Brooklyn,1290.0
bushwick 2 bed + backyard and basement ⚡️🌳,this apartment is located in the very desirable neighborhood of bushwick 🌳 apartment features: ⚡️hardwood floors ⚡️private backyard ⚡️gas stove ⚡️duplex ⚡️full basement ⚡️& more! contact fabron via call/text at (954) 668-4800 🏁📞,3100,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwick-bed-backyard-and/7702380920.html,2,1.0,['2023-12-29 15:46'],40.6879,-73.9154,1,1,POINT (-73.9154 40.6879),Brooklyn,228.0
bushwick 🌳 3 bed + basement and backyard 🔥🔥🔥,this apartment is located in the very desirable neighborhood of bushwick 🌳 apartment features: ⚡️hardwood floors ⚡️private backyard ⚡️gas stove ⚡️duplex ⚡️full basement ⚡️& more! contact fabron via call/text at (954) 668-4800 🏁📞,3100,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwick-bed-basement-and/7702380824.html,3,1.0,['2023-12-29 15:46'],40.6879,-73.9154,1,1,POINT (-73.9154 40.6879),Brooklyn,228.0
amazing deal on a renovated 1 bed in prime williamsburg!,"large 1 bed apt in williamsburg - just around the corner from the montrose l and lorimer j/m trains. this is the cheapest 1 bed apt in williamsburg! - king sized bedroom - ample closet space - stainless steel kitchen - elevator building - heat + hot water included - pets welcome just 1st/security/fee to move-in. contact adam today for a video tour, 917-817-9529",2750,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-deal-on-renovated-bed/7702380356.html,1,1.0,['2023-12-29 15:45'],40.705763,-73.942881,1,1,POINT (-73.942881 40.705763),Brooklyn,363.0
amazing deal on a studio apt in prime ridgewood!,"wow - awesome studio apt in prime ridgewood! surrounded by the hottest bars, restaurants, coffee shops in the area. sunny queen sized sleeping area renovated kitchen with island plenty of room for a couch/home office setup hardwood floors tons of natural light no pets +$50/month for all utilities! (heat/hot water/electric) 1st/security/fee to move-in. contact adam today for a video tour 917-817-9529 700 credit, 40x rent required *please note landlord lives next door, well maintained building, looking for very quiet tenant. no option to renew unfortunately, 12 month lease.",1599,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-deal-on-studio-apt-in/7702380034.html,0,1.0,['2023-12-29 15:44'],40.705577,-73.909643,0,0,POINT (-73.909643 40.705577),Queens,578.0
2 bedroom woodside,"renovated two bedroom apartment on 54th st., and 32nd ave. with backyard in woodside broker 718-607-1117",2800,queens,https://newyork.craigslist.org/que/apa/d/maspeth-bedroom-woodside/7702377019.html,2,1.0,['2023-12-29 15:36'],40.7239,-73.8997,0,0,POINT (-73.8997 40.7239),Queens,104.0
643 madison street,"welcome to 643a madison st in the heart of bedford-stuyvesant! super spacious 1 bedroom 2 bathroom! this unit features modern kitchen and bathrooms plus access to a beautiful private backyard! this spacious unit also features a basement! this development features laundry in building and it’s pet friendly! bedford-stuyvesant is one of the fastest growing neighborhoods of brooklyn. only steps away from restaurants, bars and cafes. call email or text for showings tailored to your schedule.",2850,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-643-madison-street/7702375974.html,1,,['2023-12-29 15:33'],40.686902,-73.931603,1,1,POINT (-73.931603 40.686902),Brooklyn,491.0
603 van buren #2,"welcome to 603 van buren st! the ideal spot to call home is this traditional brooklyn townhouse. this large 5-bedroom, 2-bath duplex is warm and inviting on both floors. once you enter inside, you won’t need to look any farther because the bedrooms are roomy, along with the shared living areas, a sizable open kitchen, and other amenities including 2 offices! pets allowed call text or email for showings tailored to your schedule",5000,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-603-van-buren/7702374973.html,4,2.0,['2023-12-29 15:30'],40.692644,-73.925611,1,1,POINT (-73.925611 40.692644),Brooklyn,431.0
38 stratford road,"welcome to 38 stratford rd, prospect park south’s newest collection of luxurious apartments on a tree-lined block just a hop away from the park. this unit features a kitchen with a large granite island with seating for up to four. designer kitchen, granite countertops, and brand-name appliances. two queen size bedrooms all with closets and large windows elevator building, virtual doorman, and bike room. storage is available. close to transportation and shopping. showings scheduled at your convenience.",2999,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-38-stratford-road/7702373400.html,2,1.0,['2023-12-29 15:26'],40.647945,-73.96949,1,1,POINT (-73.96949 40.647945),Brooklyn,506.0
top floor=high ceilings=amazing city views=large closets=open space,"location, location, location!!! if the perfect combination of modern luxury and prime location is what you seek, come experience the ultimate manhattan lifestyle in this unique extremely large flex two bedroom that features: endless circulating purified air, high ceilings, bamboo wood floors, state-of-the-art open kitchen, natural-stone countertops,including stainless steel appliances, dish washer, large closets in every room, microwave, sound proof windows, uv lights, marble on suite bathrooms in each room, rain drop shower heads. extra-large windows to enhance the incomparable views. very large extremely large flex 2 model picture that represent the exact same finish. someone currently lives in the unit. layout are not the same. located in a eco friendly luxury high rise. the featured amenities include: 24-hour concierge, bicycle storage, , fitness center, garage, landscaped rooftop , pet friendly, storage, washer and dryer, valet, dry cleaning, in house cleaning, wi-fi . utilities included in the rent except electric .",3200,financial district,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floorhigh-ceilingsamazing/7702372692.html,2,1.0,['2023-12-29 15:24'],40.7143,-74.006,1,1,POINT (-74.006 40.7143),Manhattan,1037.0
completely renovated-condo finishes-top floor-open kitchen-closets,"location, location, location!!! if the perfect combination of modern luxury and tribica south prime location is what you seek, come experience the ultimate manhattan lifestyle in this unique grand two bedroom that features: endless circulating purified air, high ceilings, bamboo wood floors, state-of-the-art open kitchen, natural-stone countertops,including stainless steel appliances, dish washer, large closets in every room, microwave, sound proof windows, uv lights, marble on suite bathrooms in each room, rain drop shower heads. extra-large windows to enhance the incomparable views. located in a eco friendly luxury high rise in tribica south. the featured amenities include: 24-hour concierge, bicycle storage, , fitness center, garage, landscaped rooftop , pet friendly, storage, washer and dryer, valet, dry cleaning, in house cleaning, wi-fi . utilities included in the rent except electric .",5500,tribeca,https://newyork.craigslist.org/mnh/apa/d/new-york-completely-renovated-condo/7702372258.html,2,2.0,['2023-12-29 15:23'],40.7139,-74.007,1,1,POINT (-74.007 40.7139),Manhattan,905.0
2 bed 2 bath near wilson l stop,spacious bushwick apartment with 3 beds & 1.5 bathrooms. unit has windows throughout for great natural light. rooms can comfortably fit a queen size bed and have closets. steps from the l @ wilson ave: 20 minutes to prime williamsburg! 35 minutes to manhattan! laundry in building & rooftop! no fee | good credit and income required | guarantors are welcome call 347-471-4472,3000,bushwick,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-bath-near-wilson-stop/7702371762.html,2,2.0,['2023-12-29 15:22'],40.6705,-73.894,1,1,POINT (-73.894 40.6705),Brooklyn,375.0
2br duplex prospect/crown heights,"welcome to your dream home in the heart of prime crown heights! this massive 2-bedroom, 1.5-bath duplex is the epitome of luxury and convenience, offering a lifestyle of comfort and style. features that set this apartment apart: 🌿 private oasis: unwind in your very own private backyard, perfect for hosting gatherings, enjoying morning coffee, or creating your personal green sanctuary. 👕 laundry made easy: say goodbye to laundromat hassles with the convenience of in-building laundry, ensuring that you have more time to relax and enjoy your beautiful home. 🧘 spacious storage: enjoy the luxury of a private storage room, providing ample space for all your belongings, keeping your home clutter-free and organized. 🌇 roof deck retreat: elevate your living experience with a roof deck, offering breathtaking views of the city skyline and the perfect spot to unwind or entertain. inside your sanctuary: 🍽 gourmet living: the beautifully renovated kitchen boasts an island and dishwasher, making meal prep a joy. this culinary haven is perfect for both casual breakfasts and entertaining guests. 🪟 sunlit serenity: bask in the natural light flooding the spacious living room through oversized windows, creating a bright and inviting atmosphere for relaxation and entertainment. 🛌 regal bedrooms: two king-sized bedrooms, thoughtfully designed to accommodate both furniture and productivity, offer a serene escape from the city buzz. 🚿 spa-inspired retreat: indulge in the luxury of spa-like bathrooms, providing a tranquil haven for relaxation and self-care. 🚪 ample storage: abundant closet space throughout the apartment ensures that your belongings have a home, keeping your living space tidy and organized. ❄️ year-round comfort: central air ensures that you stay cool in the summer and cozy in the winter, creating the perfect ambiance year-round. perfectly positioned: 🏞️ green escapes: explore the nearby prospect park, brooklyn botanic gardens, and brooklyn children’s museum, offering a blend of nature and cultural experiences just steps away. 🚇 convenient commuting: located near the franklin ave express stop a/c and nostrand ave 2/3/4 lines, commuting is a breeze, allowing you more time to enjoy the vibrant city lifestyle. 🍽️ dining and entertainment: immerse yourself in the local scene with the best cafes, restaurants, and bars in close proximity, ensuring that you have a variety of options to suit your tastes. no broker fee - first come, first served: secure this dream apartment hassle-free. schedule a virtual or in-person tour by texting [610 283 9426]. don't miss the opportunity to make this extraordinary living experience your own!",4300,crown heights,https://newyork.craigslist.org/brk/apa/d/brooklyn-2br-duplex-prospect-crown/7702370430.html,2,1.0,['2023-12-29 15:18'],40.674462,-73.952849,1,1,POINT (-73.952849 40.674462),Brooklyn,2659.0
